Unit (n),ETH Input (Cumulative),Issued Tokens,Cumulative Supply,Buy Price (ETH),Spread,Sell Price (ETH),Weight
42,42000,335298.17162994493,32499921.71327404,2.982420e-03,0.8326653306613235,4.990623e-04,9.06353849693204
43,43000,331270.57707618177,32831192.29035022,3.018680e-03,0.8310621242484979,5.099695e-04,9.145885729330875
44,44000,327380.5258043726,33158572.816154595,3.054549e-03,0.8294589178356723,5.209262e-04,9.227039418294673
45,45000,323620.4563067174,33482193.272461314,3.090040e-03,0.8278557114228466,5.319327e-04,9.307041537602268
46,46000,319983.37357487594,33802176.64603619,3.125162e-03,0.826252505010021,5.429891e-04,9.385931724940255
47,47000,316462.7958199396,34118639.44185613,3.159929e-03,0.8246492985971954,5.540958e-04,9.463747458142594
48,48000,313052.7071822784,34431692.14903841,3.194350e-03,0.8230460921843697,5.652528e-04,9.540524214779248
49,49000,309747.5156521214,34741439.66469053,3.228436e-03,0.8214428857715441,5.764602e-04,9.616295616971852
50,50000,306542.01553630765,35047981.68022684,3.262196e-03,0.8198396793587185,5.877182e-04,9.691093563069481
51,51000,303431.3539024961,35351413.03412934,3.295638e-03,0.8182364729458929,5.990268e-04,9.764948347608872
52,52000,300411.0005126117,35651824.03464195,3.328773e-03,0.8166332665330672,6.103862e-04,9.837888770804721
53,53000,297476.7208251233,35949300.75546707,3.361608e-03,0.8150300601202416,6.217964e-04,9.909942238662525
54,54000,294624.5517030967,36243925.30717017,3.394150e-03,0.813426853707416,6.332573e-04,9.981134854674377
55,55000,291850.7795136026,36535776.08668377,3.426409e-03,0.8118236472945903,6.447691e-04,10.05149150394423
56,56000,289151.9203454491,36824928.00702922,3.458390e-03,0.8102204408817647,6.563317e-04,10.12103593049059
57,57000,286524.70210753364,37111452.709136754,3.490100e-03,0.8086172344689391,6.679451e-04,10.189790808388825
58,58000,283966.04830033716,37395418.757437095,3.521548e-03,0.8070140280561134,6.796093e-04,10.257777807340954
59,59000,281473.0632790422,37676891.820716135,3.552738e-03,0.8054108216432878,6.913243e-04,10.325017653195593
60,60000,279043.01884908305,37955934.83956522,3.583677e-03,0.8038076152304622,7.030901e-04,10.391530183883951
61,61000,276673.34205421334,38232608.18161943,3.614371e-03,0.8022044088176365,7.149066e-04,10.4573344011879
62,62000,274361.60403384326,38506969.78565327,3.644825e-03,0.8006012024048109,7.267737e-04,10.52244851871232
63,63000,272105.50984085817,38779075.29549413,3.675045e-03,0.7989979959919853,7.386914e-04,10.586890006395347
64,64000,269902.8891236915,39048978.184617825,3.705036e-03,0.7973947895791597,7.506597e-04,10.650675631856103
65,65000,267751.68758737424,39316729.8722052,3.734804e-03,0.795791583166334,7.626784e-04,10.71382149884943
66,66000,265649.95915783907,39582379.83136304,3.764352e-03,0.7941883767535084,7.747474e-04,10.776343083070381
67,67000,263595.8587821156,39845975.69014515,3.793686e-03,0.7925851703406828,7.868668e-04,10.838255265527678
68,68000,261587.63580439062,40107563.32594954,3.822811e-03,0.7909819639278571,7.990364e-04,10.899572363684163
69,69000,259623.62786433927,40367186.95381388,3.851730e-03,0.7893787575150315,8.112561e-04,10.960308160543622
70,70000,257702.25526980904,40624889.20908369,3.880447e-03,0.7877755511022059,8.235258e-04,11.020475931846539
71,71000,255822.01580093132,40880711.22488462,3.908968e-03,0.7861723446893802,8.358454e-04,11.080088471522425
72,72000,253981.47990715608,41134692.70479178,3.937295e-03,0.7845691382765546,8.482148e-04,11.139158115532931
73,73000,252179.28626261064,41386871.991054386,3.965433e-03,0.782965931863729,8.606340e-04,11.19769676422798
74,74000,250414.13764865085,41637286.128703035,3.993385e-03,0.7813627254509034,8.731028e-04,11.255715903326276
75,75000,248684.79713554922,41885970.92583858,4.021155e-03,0.7797595190380777,8.856210e-04,11.31322662362197
76,76000,246990.08453800125,42132961.01037658,4.048746e-03,0.7781563126252521,8.981886e-04,11.370239639510345
77,77000,245328.87312157179,42378289.883498155,4.076161e-03,0.7765531062124265,9.108055e-04,11.42676530641766
78,78000,243700.08653937752,42621989.970037535,4.103404e-03,0.7749498997996008,9.234716e-04,11.48281363721304
79,79000,242102.69598024662,42864092.66601778,4.130479e-03,0.7733466933867752,9.361866e-04,11.538394317673859
80,80000,240535.71751133684,43104628.38352911,4.157387e-03,0.7717434869739496,9.489506e-04,11.593516721070344
81,81000,238998.20959975309,43343626.59312887,4.184132e-03,0.7701402805611239,9.617634e-04,11.648189921929625
82,82000,237489.27079910564,43581115.863927975,4.210717e-03,0.7685370741482983,9.746248e-04,11.70242270903483
83,83000,236008.03758820644,43817123.901516184,4.237144e-03,0.7669338677354727,9.875347e-04,11.756223597710328
84,84000,234553.6823502346,44051677.58386642,4.263416e-03,0.765330661322647,1.000493e-03,11.809600841440313
85,85000,233125.41148172092,44284802.99534814,4.289537e-03,0.7637274549098214,1.013500e-03,11.86256244286422
86,86000,231722.4636216223,44516525.458969764,4.315507e-03,0.7621242484969958,1.026555e-03,11.91511616418924
87,87000,230344.1079915867,44746869.56696135,4.341331e-03,0.7605210420841702,1.039657e-03,11.967269537057083
88,88000,228989.64283926206,44975859.20980061,4.367010e-03,0.7589178356713445,1.052808e-03,12.019029871899452
89,89000,227658.39397718242,45203517.60377779,4.392546e-03,0.7573146292585189,1.066007e-03,12.070404266814114
90,90000,226349.71341038187,45429867.31718817,4.417942e-03,0.7557114228456933,1.079253e-03,12.121399615991121
91,91000,225062.97804644544,45654930.29523462,4.443201e-03,0.7541082164328676,1.092547e-03,12.172022617716687
92,92000,223797.58848221696,45878727.88371684,4.468323e-03,0.752505010020042,1.105888e-03,12.222279781980133
93,93000,222552.96786184303,46101280.85157868,4.493312e-03,0.7509018036072164,1.119276e-03,12.272177437707695
94,94000,221328.56080125607,46322609.412379935,4.518170e-03,0.7492985971943907,1.132711e-03,12.321721739645183
95,95000,220123.8323745822,46542733.244754516,4.542897e-03,0.7476953907815651,1.146194e-03,12.370918674910023
96,96000,218938.26715830815,46761671.51191282,4.567498e-03,0.7460921843687395,1.159723e-03,12.41977406923188
97,97000,217771.36832936414,46979442.880242184,4.591972e-03,0.7444889779559138,1.173299e-03,12.46829359289957
98,98000,216622.65681356782,47196065.53705575,4.616322e-03,0.7428857715430882,1.186922e-03,12.516482766431078
99,99000,215491.67048114544,47411557.2075369,4.640551e-03,0.7412825651302626,1.200591e-03,12.564346965982072
100,100000,214377.96338628765,47625935.17092319,4.664659e-03,0.739679358717437,1.214307e-03,12.611891428507525
101,101000,213281.10504792407,47839216.275971115,4.688648e-03,0.7380761523046113,1.228069e-03,12.65912125669004
102,102000,212200.67976910522,48051416.95574022,4.712520e-03,0.7364729458917857,1.241877e-03,12.706041423647523
103,103000,211136.28599256938,48262553.24173279,4.736277e-03,0.7348697394789601,1.255730e-03,12.752656777432174
104,104000,210087.535690246,48472640.77742304,4.759921e-03,0.7332665330661344,1.269630e-03,12.798972045331903
105,105000,209054.05378460555,48681694.83120765,4.783452e-03,0.7316633266533088,1.283576e-03,12.844991837984693
106,106000,208035.47759991486,48889730.30880756,4.806872e-03,0.7300601202404832,1.297567e-03,12.890720653315636
107,107000,207031.45634158983,49096761.76514915,4.830184e-03,0.7284569138276575,1.311603e-03,12.936162880305911
108,108000,206041.65060196316,49302803.41575111,4.853388e-03,0.7268537074148319,1.325685e-03,12.981322802602367
109,109000,205065.7318909008,49507869.14764201,4.876485e-03,0.7252505010020063,1.339812e-03,13.026204601975788
110,110000,204103.38218980492,49711972.52983181,4.899478e-03,0.7236472945891806,1.353984e-03,13.070812361635534
111,111000,203154.2935276413,49915126.82335945,4.922367e-03,0.722044088176355,1.368201e-03,13.115150069407743
112,112000,202218.16757771862,50117344.99093717,4.945154e-03,0.7204408817635294,1.382463e-03,13.159221620783853
113,113000,201294.7152740311,50318639.7062112,4.967840e-03,0.7188376753507038,1.396770e-03,13.203030821845854
114,114000,200383.65644605513,50519023.36265726,4.990427e-03,0.7172344689378781,1.411121e-03,13.246581392074244
115,115000,199484.7194709601,50718508.08212822,5.012915e-03,0.7156312625250525,1.425516e-03,13.289876967044426
116,116000,198597.6409422625,50917105.72307048,5.035307e-03,0.7140280561122269,1.439956e-03,13.332921101016819
117,117000,197722.16535401403,51114827.88842449,5.057602e-03,0.7124248496994012,1.454441e-03,13.375717269425785
118,118000,196858.0447996703,51311685.933224164,5.079803e-03,0.7108216432865756,1.468969e-03,13.418268871272154
119,119000,196005.03868484238,51507690.97190901,5.101910e-03,0.70921843687375,1.483541e-03,13.460579231423806
120,120000,195162.9134531821,51702853.88536219,5.123924e-03,0.7076152304609243,1.498157e-03,13.502651602828603
121,121000,194331.44232469774,51897185.32768689,5.145848e-03,0.7060120240480987,1.512817e-03,13.544489168643715
122,122000,193510.40504584071,52090695.73273273,5.167681e-03,0.7044088176352731,1.527521e-03,13.586095044285104
123,123000,192699.58765074293,52283395.320383474,5.189425e-03,0.7028056112224474,1.542268e-03,13.627472279400857
124,124000,191898.7822330231,52475294.1026165,5.211080e-03,0.7012024048096218,1.557058e-03,13.668623859771698
125,125000,191107.78672761391,52666401.88934411,5.232649e-03,0.6995991983967962,1.571892e-03,13.70955270914197
126,126000,190326.40470209415,52856728.29404621,5.254132e-03,0.6979959919839706,1.586769e-03,13.75026169098418
127,127000,189554.44515704238,53046282.73920325,5.275529e-03,0.6963927855711449,1.601689e-03,13.790753610199951
128,128000,188791.7223349542,53235074.4615382,5.296842e-03,0.6947895791583193,1.616651e-03,13.831031214760209
129,129000,188038.05553729314,53423112.517075494,5.318072e-03,0.6931863727454937,1.631657e-03,13.871097197287197
130,130000,187293.2689492705,53610405.786024764,5.339220e-03,0.691583166332668,1.646705e-03,13.910954196580812
131,131000,186557.1914719706,53796962.977496736,5.360287e-03,0.6899799599198424,1.661796e-03,13.950604799091643
132,132000,185829.65656146186,53982792.6340582,5.381272e-03,0.6883767535070168,1.676930e-03,13.990051540342925
133,133000,185110.50207455203,54167903.136132754,5.402179e-03,0.6867735470941911,1.692105e-03,14.029296906303598
134,134000,184399.5701208674,54352302.706253625,5.423006e-03,0.6851703406813655,1.707323e-03,14.068343334714461
135,135000,183696.70692095152,54535999.41317458,5.443756e-03,0.6835671342685399,1.722583e-03,14.10719321636936
136,136000,183001.76267009648,54719001.17584468,5.464428e-03,0.6819639278557142,1.737885e-03,14.145848896353288
137,137000,182314.5914076355,54901315.76725231,5.485024e-03,0.6803607214428886,1.753229e-03,14.1843126752391
138,138000,181635.0508914405,55082950.818143755,5.505545e-03,0.678757515030063,1.768615e-03,14.222586810244547
139,139000,180963.0024773815,55263913.82062114,5.525991e-03,0.6771543086172374,1.784043e-03,14.260673516351183
140,140000,180298.31100351803,55444212.13162466,5.546364e-03,0.6755511022044117,1.799512e-03,14.298574967386733
141,141000,179640.84467880457,55623852.976303466,5.566663e-03,0.6739478957915861,1.815022e-03,14.336293297072269
142,142000,178990.47497610486,55802843.45127957,5.586889e-03,0.6723446893787605,1.830574e-03,14.373830600035646
143,143000,178347.07652931815,55981190.52780889,5.607045e-03,0.6707414829659348,1.846167e-03,14.411188932792498
144,144000,177710.5270344332,56158901.05484332,5.627129e-03,0.6691382765531092,1.861801e-03,14.448370314696028
145,145000,177080.70715433414,56335981.761997655,5.647143e-03,0.6675350701402836,1.877477e-03,14.485376728856803
146,146000,176457.50042719085,56512439.26242485,5.667087e-03,0.6659318637274579,1.893193e-03,14.522210123033709
147,147000,175840.7931782764,56688280.055603124,5.686963e-03,0.6643286573146323,1.908950e-03,14.558872410497141
148,148000,175230.47443506075,56863510.530038185,5.706770e-03,0.6627254509018067,1.924748e-03,14.595365470865493
149,149000,174626.4358454384,57038136.96588363,5.726510e-03,0.661122244488981,1.940587e-03,14.631691150915927
150,150000,174028.5715989538,57212165.53748258,5.746183e-03,0.6595190380761554,1.956466e-03,14.667851265370382
151,151000,173436.7783508967,57385602.31583348,5.765790e-03,0.6579158316633298,1.972385e-03,14.703847597657752
152,152000,172850.95514914359,57558453.27098262,5.785331e-03,0.6563126252505042,1.988345e-03,14.739681900653078
153,153000,172271.0033636297,57730724.274346255,5.804807e-03,0.6547094188376785,2.004345e-03,14.775355897394633
154,154000,171696.8266183402,57902421.1009646,5.824219e-03,0.6531062124248529,2.020386e-03,14.81087128177965
155,155000,171128.3307257157,58073549.43169031,5.843568e-03,0.6515030060120273,2.036466e-03,14.84622971923949
156,156000,170565.4236233704,58244114.85531368,5.862853e-03,0.6498997995992016,2.052586e-03,14.881432847395
157,157000,170008.01531302827,58414122.87062671,5.882076e-03,0.648296593186376,2.068746e-03,14.916482276692722
158,158000,169456.01780158596,58583578.88842829,5.901236e-03,0.6466933867735504,2.084946e-03,14.951379591022667
159,159000,168909.34504421512,58752488.23347251,5.920336e-03,0.6450901803607247,2.101185e-03,14.986126348318269
160,160000,168367.9128894219,58920856.14636193,5.939374e-03,0.6434869739478991,2.117464e-03,15.020724081139175
161,161000,167831.63902598413,59088687.78538792,5.958352e-03,0.6418837675350735,2.133783e-03,15.055174297237429
162,162000,167300.44293169148,59255988.22831961,5.977270e-03,0.6402805611222478,2.150140e-03,15.089478480107653
163,163000,166774.24582381625,59422762.47414342,5.996130e-03,0.6386773547094222,2.166537e-03,15.12363808952175
164,164000,166252.9706112468,59589015.44475467,6.014930e-03,0.6370741482965966,2.182974e-03,15.15765456204865
165,165000,165736.54184821722,59754751.98660289,6.033672e-03,0.635470941883771,2.199449e-03,15.19152931155966
166,166000,165224.88568957223,59919976.87229246,6.052357e-03,0.6338677354709453,2.215963e-03,15.225263729719803
167,167000,164717.929847506,60084694.80213997,6.070985e-03,0.6322645290581197,2.232516e-03,15.258859186465713
168,168000,164215.60354971897,60248910.40568969,6.089555e-03,0.6306613226452941,2.249108e-03,15.292317030470471
169,169000,163717.83749893805,60412628.24318863,6.108070e-03,0.6290581162324684,2.265739e-03,15.32563858959583
170,170000,163224.56383374723,60575852.80702238,6.126529e-03,0.6274549098196428,2.282408e-03,15.35882517133226
171,171000,162735.7160906802,60738588.52311306,6.144933e-03,0.6258517034068172,2.299116e-03,15.391878063227173
172,172000,162251.22916752577,60900839.752280585,6.163282e-03,0.6242484969939915,2.315862e-03,15.42479853330174
173,173000,161771.03928780215,61062610.79156839,6.181576e-03,0.6226452905811659,2.332647e-03,15.457587830456678
174,174000,161295.08396635487,61223905.87553474,6.199817e-03,0.6210420841683403,2.349470e-03,15.49024718486731
175,175000,160823.3019760377,61384729.17751078,6.218004e-03,0.6194388777555146,2.366331e-03,15.522777808368296
176,176000,160355.6333154361,61545084.81082622,6.236139e-03,0.617835671342689,2.383230e-03,15.555180894828341
177,177000,159892.01917759512,61704976.83000381,6.254221e-03,0.6162324649298634,2.400167e-03,15.587457620515178
178,178000,159432.40191971484,61864409.23192353,6.272251e-03,0.6146292585170378,2.417142e-03,15.619609144451156
179,179000,158976.72503377852,62023385.9569573,6.290229e-03,0.6130260521042121,2.434155e-03,15.651636608759725
180,180000,158524.93311807953,62181910.890075386,6.308156e-03,0.6114228456913865,2.451205e-03,15.683541139003067
181,181000,158076.9718496147,62339987.861925,6.326032e-03,0.6098196392785609,2.468293e-03,15.715323844511204
182,182000,157632.7879573137,62497620.64988231,6.343858e-03,0.6082164328657352,2.485419e-03,15.746985818702779
183,183000,157192.32919607387,62654812.97907838,6.361634e-03,0.6066132264529096,2.502583e-03,15.778528139397825
184,184000,156755.54432157296,62811568.52339996,6.379360e-03,0.605010020040084,2.519783e-03,15.8099518691227
185,185000,156322.38306583164,62967890.90646579,6.397037e-03,0.6034068136272583,2.537021e-03,15.841258055407517
186,186000,155892.79611350026,63123783.70257929,6.414665e-03,0.6018036072144327,2.554296e-03,15.872447731076164
187,187000,155466.7350788439,63279250.43765813,6.432244e-03,0.6002004008016071,2.571609e-03,15.903521914529266
188,188000,155044.15248340258,63434294.590141535,6.449776e-03,0.5985971943887815,2.588958e-03,15.93448161002022
189,189000,154625.00173430238,63588919.591875836,6.467259e-03,0.5969939879759558,2.606344e-03,15.965327807924535
190,190000,154209.23710319572,63743128.82897903,6.484696e-03,0.5953907815631302,2.623768e-03,15.996061485002647
191,191000,153796.81370580947,63896925.64268484,6.502085e-03,0.5937875751503046,2.641228e-03,16.026683604656448
192,192000,153387.68748207984,64050313.33016692,6.519428e-03,0.5921843687374789,2.658725e-03,16.05719511717967
193,193000,152981.8151768548,64203295.14534377,6.536725e-03,0.5905811623246533,2.676258e-03,16.08759696000231
194,194000,152579.1543211447,64355874.299664915,6.553975e-03,0.5889779559118277,2.693828e-03,16.117890057929277
195,195000,152179.66321390288,64508053.962878816,6.571180e-03,0.587374749499002,2.711435e-03,16.148075323373437
196,196000,151783.30090431822,64659837.263783135,6.588340e-03,0.5857715430861764,2.729078e-03,16.178153656583174
197,197000,151390.0271746042,64811227.29095774,6.605455e-03,0.5841683366733508,2.746757e-03,16.20812594586467
198,198000,150999.80252326594,64962227.093481004,6.622525e-03,0.5825651302605251,2.764473e-03,16.237993067799017
199,199000,150612.5881488316,65112839.68162984,6.639551e-03,0.5809619238476995,2.782225e-03,16.267755887454346
200,200000,150228.34593403188,65263068.02756387,6.656533e-03,0.5793587174348739,2.800013e-03,16.297415258593045
201,201000,149847.03843041364,65412915.065994285,6.673472e-03,0.5777555110220483,2.817837e-03,16.326972023874283
202,202000,149468.62884337304,65562383.69483766,6.690367e-03,0.5761523046092226,2.835697e-03,16.356427015051924
203,203000,149093.08101759586,65711476.77585526,6.707219e-03,0.574549098196397,2.853593e-03,16.385781053167943
204,204000,148720.3594228907,65860197.13527815,6.724029e-03,0.5729458917835714,2.871524e-03,16.415034948741514
205,205000,148350.4291404036,66008547.564418554,6.740796e-03,0.5713426853707457,2.889492e-03,16.444189501953858
206,206000,147983.25584920155,66156530.82026776,6.757521e-03,0.5697394789579201,2.907495e-03,16.47324550282894
207,207000,147618.8058132134,66304149.626080975,6.774205e-03,0.5681362725450945,2.925533e-03,16.502203731410233
208,208000,147257.045868517,66451406.67194949,6.790847e-03,0.5665330661322688,2.943607e-03,16.531064957933477
209,209000,146897.94341096163,66598304.61536045,6.807447e-03,0.5649298597194432,2.961717e-03,16.559829942995734
210,210000,146541.46638411586,66744846.08174457,6.824007e-03,0.5633266533066176,2.979862e-03,16.58849943772068
211,211000,146187.58326752996,66891033.6650121,6.840526e-03,0.561723446893792,2.998042e-03,16.617074183920376
212,212000,145836.2630653041,67036869.9280774,6.857005e-03,0.5601202404809663,3.016258e-03,16.645554914253413
213,213000,145487.47529495208,67182357.40337235,6.873444e-03,0.5585170340681407,3.034508e-03,16.673942352379793
214,214000,145141.1899765525,67327498.5933489,6.889843e-03,0.556913827655315,3.052794e-03,16.702237213112365
215,215000,144797.3776221781,67472295.97097108,6.906202e-03,0.5553106212424894,3.071115e-03,16.73044020256509
216,216000,144456.00922559501,67616751.98019667,6.922523e-03,0.5537074148296638,3.089471e-03,16.758552018298154
217,217000,144117.0562522237,67760869.0364489,6.938804e-03,0.5521042084168382,3.107861e-03,16.786573349459967
218,218000,143780.4906293543,67904649.52707826,6.955047e-03,0.5505010020040125,3.126286e-03,16.814504876926208
219,219000,143446.28473660824,68048095.81181486,6.971251e-03,0.5488977955911869,3.144747e-03,16.842347273435937
220,220000,143114.41139663875,68191210.2232115,6.987417e-03,0.5472945891783613,3.163241e-03,16.870101203724882
221,221000,142784.84386606398,68333995.06707756,7.003544e-03,0.5456913827655356,3.181771e-03,16.897767324655923
222,222000,142457.55582662526,68476452.62290418,7.019635e-03,0.54408817635271,3.200334e-03,16.92534628534691
223,223000,142132.5213765639,68618585.14428075,7.035687e-03,0.5424849699398844,3.218933e-03,16.95283872729583
224,224000,141809.71502221056,68760394.85930295,7.051703e-03,0.5408817635270587,3.237565e-03,16.980245284503408
225,225000,141489.11166978104,68901883.97097273,7.067682e-03,0.5392785571142331,3.256232e-03,17.007566583593196
226,226000,141170.68661737198,69043054.6575901,7.083624e-03,0.5376753507014075,3.274934e-03,17.034803243929257
227,227000,140854.41554715132,69183909.07313725,7.099529e-03,0.5360721442885819,3.293669e-03,17.061955877731414
228,228000,140540.27451773797,69324449.347655,7.115398e-03,0.5344689378757562,3.312439e-03,17.08902509018822
229,229000,140228.23995676462,69464677.58761176,7.131231e-03,0.5328657314629306,3.331242e-03,17.11601147956763
230,230000,139918.28865361933,69604595.87626538,7.147029e-03,0.531262525050105,3.350080e-03,17.142915637325483
231,231000,139610.39775236035,69744206.27401774,7.162790e-03,0.5296593186372793,3.368952e-03,17.169738148211827
232,232000,139304.54474479973,69883510.81876254,7.178517e-03,0.5280561122244537,3.387857e-03,17.19647959037512
233,233000,139000.7074637504,70022511.5262263,7.194208e-03,0.5264529058116281,3.406796e-03,17.22314053546437
234,234000,138698.8640764326,70161210.39030273,7.209864e-03,0.5248496993988024,3.425769e-03,17.249721548729326
235,235000,138398.99307803542,70299609.38338077,7.225486e-03,0.5232464929859768,3.444776e-03,17.27622318911862
236,236000,138101.0732854284,70437710.4566662,7.241073e-03,0.5216432865731512,3.463816e-03,17.302646009376083
237,237000,137805.0838310203,70575515.54049723,7.256626e-03,0.5200400801603255,3.482890e-03,17.32899055613512
238,238000,137511.00415675942,70713026.54465398,7.272145e-03,0.5184368737474999,3.501997e-03,17.355257370011337
239,239000,137218.81400827307,70850245.35866225,7.287630e-03,0.5168336673346743,3.521138e-03,17.381446985693316
240,240000,136928.49342914188,70987173.85209139,7.303082e-03,0.5152304609218487,3.540312e-03,17.407559932031692
241,241000,136640.0227553047,71123813.8748467,7.318500e-03,0.513627254509023,3.559519e-03,17.433596732126524
242,242000,136353.3826095915,71260167.25745629,7.333885e-03,0.5120240480961974,3.578759e-03,17.459557903413007
243,243000,136068.55389638068,71396235.81135267,7.349237e-03,0.5104208416833718,3.598033e-03,17.485443957745545
244,244000,135785.51779637666,71532021.32914905,7.364556e-03,0.5088176352705461,3.617340e-03,17.511255401480263
245,245000,135504.25576150548,71667525.58491056,7.379842e-03,0.5072144288577205,3.636680e-03,17.536992735555973
246,246000,135224.74950992528,71802750.33442049,7.395096e-03,0.5056112224448949,3.656052e-03,17.562656455573578
247,247000,134946.9810211472,71937697.31544164,7.410318e-03,0.5040080160320692,3.675458e-03,17.588247051874095
248,248000,134670.9325312665,72072368.2479729,7.425507e-03,0.5024048096192436,3.694897e-03,17.613765009615104
249,249000,134396.58652829783,72206764.8345012,7.440665e-03,0.500801603206418,3.714368e-03,17.639210808845906
250,250000,134123.92574761462,72340888.76024882,7.455791e-03,0.49919839679359235,3.733872e-03,17.664584924581213
251,251000,133852.93316748808,72474741.69341631,7.470886e-03,0.4975951903807667,3.753409e-03,17.689887826873544
252,252000,133583.59200472452,72608325.28542104,7.485949e-03,0.4959919839679411,3.772978e-03,17.715119980884257
253,253000,133315.88571039744,72741641.17113145,7.500982e-03,0.49438877755511546,3.792580e-03,17.740281846953316
254,254000,133049.79796567245,72874690.96909712,7.515983e-03,0.4927855711422898,3.812215e-03,17.7653738806678
255,255000,132785.312677723,73007476.28177485,7.530953e-03,0.4911823647294642,3.831882e-03,17.790396532929137
256,256000,132522.41397573354,73139998.69575058,7.545893e-03,0.48957915831663856,3.851581e-03,17.815350250019186
257,257000,132261.08620698907,73272259.78195757,7.560803e-03,0.48797595190381293,3.871313e-03,17.840235473665096
